Transition to State 1,Transition to State 2,Transition to State 3,Transition to State 4,Transition to State 5,Transition to State 6
0,0.2,0.2,0.2,0.2,0.2
0.2,0,0.2,0.2,0.2,0.2
0.2,0.2,0,0.2,0.2,0.2
0.2,0.2,0.2,0,0.2,0.2
0.2,0.2,0.2,0.2,0,0.2
0.2,0.2,0.2,0.2,0.2,0
