3.58608409731776e-265,0,0,0,0,1
7.35006982435258e-166,0,0,0,0,1
4.92481306886186e-175,0,0,0,0,1
2.26385042159098e-166,0,0,0,0,1
5.00735890523738e-267,0,0,0,0,1
2.47032822920623e-323,0,0,0,0,1
2.47032822920623e-323,0,0,0,0,1
1.25631956765891e-275,0,0,0,0,1
3.15117851344976e-150,0,0,0,0,1
1.58004908046905e-147,0,0,0,0,1
1.47896803920757e-132,0,0,0,0,1
1.17152665622716e-126,0,0,0,0,1
1.90883110877452e-125,0,0,0,0,1
9.64648360806973e-127,0,0,0,0,1
6.76898204325016e-128,0,0,0,0,1
5.43269248625801e-126,0,0,0,0,1
6.27167380413162e-131,0,0,0,0,1
1.35414932339055e-141,0,0,0,0,1
2.54609108089279e-142,0,0,0,0,1
2.58888381204664e-273,0,0,0,0,1
2.47032822920623e-323,0,0,0,0,1
2.47032822920623e-323,0,0,0,0,1
2.47032822920623e-323,0,0,0,0,1
4.94065645841247e-323,0,0,0,0,1
2.47032822920623e-322,0,0,0,0,1
6.17582057301558e-322,0,0,0,0,1
1.72922976044436e-322,0,0,0,0,1
2.47032822920623e-323,0,0,0,0,1
2.47032822920623e-323,0,0,0,0,1
7.4109846876187e-323,0,0,0,0,1
9.88131291682493e-323,0,0,0,0,1
2.47032822920623e-323,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
2.47032822920623e-323,0,0,0,0,1
4.44659081257122e-322,0,0,0,0,1
9.14021444806306e-322,0,0,0,0,1
1.23516411460312e-322,0,0,0,0,1
2.47032822920623e-323,0,0,0,0,1
2.47032822920623e-323,0,0,0,0,1
2.47032822920623e-323,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
3.48696459537981e-283,0,0,0,0,1
8.03779853083623e-169,0,0,0,0,1
1.81344005639543e-285,0,0,0,0,1
2.47032822920623e-323,0,0,0,0,1
1.23516411460312e-322,0,0,0,0,1
7.4109846876187e-323,0,0,0,0,1
1.17888472234095e-302,0,0,0,0,1
5.0349727404243e-170,0,0,0,0,1
3.31124879781489e-160,0,0,0,0,1
1.52465763559454e-147,0,0,0,0,1
3.48384100372887e-147,0,0,0,0,1
1.43089091572714e-160,0,0,0,0,1
9.42530097875126e-174,0,0,0,0,1
7.13008060063242e-304,0,0,0,0,1
1.15225063926445e-301,0,0,0,0,1
2.86578246859374e-201,0,0,0,0,1
3.27070062436538e-289,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
4.81707214109268e-285,0,0,0,0,1
2.50131410000511e-142,0,0,0,0,1
1.77112182211661e-146,0,0,0,0,1
2.66009622907158e-129,0,0,0,0,1
