Transition to State 1,Transition to State 2,Transition to State 3,Transition to State 4,Transition to State 5,Transition to State 6
0,0.0986597131441217,0.09844883567739,0.267591724464892,0.267632115104595,0.267667611609002
0.199848587565949,0,0.328254907661714,0.199328512282434,0.0732410750576921,0.199326917432211
0.267849733877312,0.267499837916134,0,0.0984694085214608,0.267665539798698,0.0985154798863955
0.096669202656389,0.258224838881055,0.0966545585951591,0,0.0966469896194101,0.451804410247987
0.0981024052713934,0.435029216972781,0.0980278851368131,0.0980336813551079,0,0.270806811263905
0.17519534971791,0.182904707484712,0.175855477781925,0.290089796803611,0.175954668211843,0
